timestamp,open,high,low,close,volume
2009-01-01,13.342499732971191,14.06980037689209,12.8100004196167,14.0,31845300
2009-02-01,14.010000228881836,15.739999771118164,13.5,15.079000473022461,68934400
2009-03-01,15.430000305175781,15.489999771118164,14.550000190734863,14.934399604797363,47933100
2009-04-01,14.899999618530273,14.992500305175781,13.63700008392334,14.379899978637695,30400700
2009-05-01,14.247900009155273,14.75,13.920100212097168,14.670000076293945,26264400
2009-06-01,14.800000190734863,14.89900016784668,14.25,14.42549991607666,26207700
2009-07-01,14.319999694824219,15.600000381469727,14.251999855041504,14.557900428771973,25097600
2009-08-01,14.687399864196777,15.09000015258789,14.569999694824219,15.050000190734863,15732100
2009-09-01,14.991999626159668,15.920000076293945,14.951499938964844,15.468500137329102,70418400
2009-10-01,15.5,15.949999809265137,15.36050033569336,15.729999542236328,57391200
2009-11-01,15.949999809265137,17.961000442504883,15.800000190734863,17.450000762939453,89665400
2009-12-01,17.79949951171875,18.25,16.271699905395508,16.520000457763672,113917800
2010-01-01,16.54990005493164,16.940000534057617,16.381099700927734,16.080150604248047,41554700
2010-02-01,16.057519912719727,16.649999618530273,15.75,16.506399154663086,51126500
2010-03-01,16.453519821166992,16.802000045776367,16.010000228881836,16.082300186157227,63910300
2010-04-01,16.09000015258789,16.79800033569336,16.08099937438965,16.711999893188477,51110100
2010-05-01,16.790000915527344,18.399999618530273,16.700000762939453,17.972999572753906,115201500
2010-06-01,18.0,19.5,17.950000762939453,18.5310001373291,123282300
2010-07-01,18.530000686645508,19.43000030517578,17.420000076293945,17.530000686645508,118104200
2010-08-01,17.600000381469727,18.68000030517578,17.4950008392334,18.579999923706055,107729000
2010-09-01,18.701000213623047,19.0,18.030000686645508,18.829500198364258,114417300
2010-10-01,18.829999923706055,19.649999618530273,18.511499404907227,18.95050048828125,170195500
2010-11-01,19.139999389648438,20.690000534057617,19.11050033569336,19.90250015258789,112248500
2010-12-01,19.920000076293945,20.329999923706055,19.813499450683594,20.099000930786133,88071400
2011-01-01,20.190000534057617,20.23900032043457,19.104999542236328,19.562999725341797,93958900
2011-02-01,19.649999618530273,20.347000122070312,19.274999618530273,20.19700050354004,56295000
2011-03-01,20.200000762939453,20.579999923706055,19.952999114990234,20.243000030517578,86070400
2011-04-01,20.24850082397461,21.976999282836914,20.18000030517578,21.56599998474121,100263700
2011-05-01,21.75,21.959999084472656,20.760000228881836,21.904499053955078,244859000
2011-06-01,21.789499282836914,22.0,21.225000381469727,21.337499618530273,95731800
2011-07-01,21.295000076293945,22.609500885009766,20.992000579833984,22.311500549316406,172931300
2011-08-01,22.278499603271484,27.780000686645508,22.201499938964844,25.895000457763672,512828700
2011-09-01,26.44700050354004,27.780500411987305,24.809999465942383,25.20599937438965,499675700
2011-10-01,25.399999618530273,26.594999313354492,24.81049919128418,25.99449920654297,374655100
2011-11-01,26.0,29.40999984741211,26.0,27.66699981689453,236876100
2011-12-01,27.902000427246094,28.03700065612793,25.6299991607666,26.102500915527344,221331700
2012-01-01,26.110000610351562,27.1299991607666,25.5,27.06599998474121,175050000
2012-02-01,27.229999542236328,27.27899932861328,26.27549934387207,27.525360107421875,59711000
2012-03-01,26.603349685668945,0.0,0.0,27.197479248046875,0
2012-04-01,27.29254913330078,0.0,0.0,27.960620880126953,0
2012-05-01,28.03873062133789,0.0,0.0,28.290679931640625,0
2012-06-01,27.77906036376953,0.0,0.0,28.310039520263672,0
2012-07-01,28.495800018310547,0.0,0.0,28.893430709838867,0
2012-08-01,28.640209197998047,0.0,0.0,29.475509643554688,0
2012-09-01,29.843280792236328,0.0,0.0,29.953840255737305,0
2012-10-01,29.85055923461914,0.0,0.0,29.648149490356445,0
2012-11-01,29.518709182739258,0.0,0.0,30.029470443725586,0
2012-12-01,29.8753604888916,0.0,0.0,29.039859771728516,0
2013-01-01,29.042959213256836,0.0,0.0,28.998859405517578,0
2013-02-01,28.872039794921875,0.0,0.0,27.830169677734375,0
2013-03-01,27.82464027404785,0.0,0.0,28.235200881958008,0
2013-04-01,28.248149871826172,0.0,0.0,25.849660873413086,0
2013-05-01,25.376930236816406,0.0,0.0,25.694469451904297,0
2013-06-01,25.556459426879883,25.54800033569336,23.77199935913086,23.843000411987305,46753100
2013-07-01,24.06100082397461,27.010499954223633,24.06100082397461,26.74049949645996,110483500
2013-08-01,26.5,30.488000869750977,25.840999603271484,29.118999481201172,172086400
2013-09-01,29.110000610351562,30.549999237060547,27.3799991607666,28.42300033569336,73916800
2013-10-01,28.398000717163086,29.989999771118164,27.75,28.658000946044922,68642400
2013-11-01,28.74799919128418,29.295000076293945,28.31999969482422,28.760000228881836,52904300
2013-12-01,28.738000869750977,28.888999938964844,27.079999923706055,27.174999237060547,60485200
2014-01-01,27.170000076293945,29.40999984741211,27.15049934387207,27.655000686645508,52654900
2014-02-01,27.899999618530273,28.67799949645996,27.510499954223633,28.502500534057617,45548700
2014-03-01,28.608999252319336,28.788999557495117,26.770000457763672,27.072500228881836,46973400
2014-04-01,26.999500274658203,28.149999618530273,26.299999237060547,27.85849952697754,47961100
2014-05-01,27.934999465942383,28.097999572753906,24.809999465942383,24.92099952697754,94753600
2014-06-01,25.0,26.260499954223633,24.450000762939453,26.0674991607666,65094300
2014-07-01,26.15999984741211,26.399999618530273,25.329999923706055,25.691499710083008,34162100
2014-08-01,25.649999618530273,26.809999465942383,25.460500717163086,25.707500457763672,32922600
2014-09-01,25.69849967956543,25.78499984741211,24.601999282836914,24.697999954223633,38574500
2014-10-01,24.697999954223633,25.6299991607666,24.190500259399414,24.270000457763672,46458200
2014-11-01,24.3799991607666,24.709999084472656,23.770000457763672,24.429000854492188,56510300
2014-12-01,24.100000381469727,25.020000457763672,23.809999465942383,24.64150047302246,48636400
2015-01-01,24.59950065612793,26.0,24.43000030517578,25.788000106811523,40842300
2015-02-01,25.8799991607666,25.899999618530273,24.0,24.365999221801758,20323900
2015-03-01,24.450000762939453,24.769500732421875,22.822999954223633,23.989500045776367,30041000
2015-04-01,24.09950065612793,24.899999618530273,23.989999771118164,24.842500686645508,31592100
2015-05-01,24.649999618530273,25.350000381469727,24.450000762939453,24.598499298095703,22151200
2015-06-01,24.600000381469727,24.729999542236328,24.05699920654297,24.19849967956543,29416900
2015-07-01,24.290000915527344,24.850000381469727,22.65999984741211,22.697500228881836,41213200
2015-08-01,22.80150032043457,24.97800064086914,20.75,24.312999725341797,44287600
2015-09-01,24.360000610351562,24.51099967956543,23.510000228881836,23.8700008392334,28634000
2015-10-01,23.79800033569336,24.709999084472656,23.605499267578125,24.4064998626709,21519300
2015-11-01,24.389999389648438,24.399999618530273,22.9060001373291,22.924999237060547,31158500
2015-12-01,23.101499557495117,23.42799949645996,22.605499267578125,22.792499542236328,23827100
2016-01-01,22.84950065612793,24.437000274658203,22.750999450683594,24.23349952697754,32612800
2016-02-01,24.25550079345703,26.512500762939453,24.25550079345703,26.489500045776367,62223700
2016-03-01,26.600000381469727,26.849000930786133,25.21649932861328,25.637500762939453,36294800
2016-04-01,25.550500869750977,27.200000762939453,25.401500701904297,27.17099952697754,27214100
2016-05-01,27.260000228881836,28.0,26.362499237060547,26.45599937438965,28692000
2016-06-01,26.485000610351562,28.239999771118164,26.097999572753906,27.773000717163086,45397900
2016-07-01,28.059999465942383,28.499500274658203,27.6299991607666,27.96299934387207,34775500
2016-08-01,28.125499725341797,29.187999725341797,28.069000244140625,28.120500564575195,28620500
2016-09-01,28.200000762939453,28.600000381469727,27.799999237060547,28.25200080871582,23855900
2016-10-01,28.197500228881836,29.00950050354004,27.190000534057617,27.35700035095215,29834500
2016-11-01,27.889999389648438,29.0,26.25,26.456499099731445,43059500
2016-12-01,26.388999938964844,26.854999542236328,24.780000686645508,25.645999908447266,23381600
2017-01-01,25.59950065612793,27.100000381469727,25.288000106811523,26.30699920654297,20675300
2017-02-01,26.299999237060547,27.15999984741211,26.27549934387207,27.021499633789062,22098700
2017-03-01,27.079999923706055,27.079999923706055,25.600000381469727,26.12849998474121,28491600
2017-04-01,26.200000762939453,27.0,26.055999755859375,26.40999984741211,41030900
