timestamp,open,high,low,close,volume
2024-02-05T00:00:00+05:30,49.6,50.0,47.5,48.25,112297989
2024-02-06T00:00:00+05:30,48.8,48.8,47.2,48.0,53168885
2024-02-07T00:00:00+05:30,48.2,49.95,48.2,49.25,64866228
2024-02-08T00:00:00+05:30,49.5,49.75,48.5,49.35,53850076
2024-02-09T00:00:00+05:30,49.35,49.4,46.9,47.35,90732188
2024-02-12T00:00:00+05:30,47.95,48.2,45.0,45.0,65398403
2024-02-13T00:00:00+05:30,43.65,44.65,42.75,43.9,135410453
2024-02-14T00:00:00+05:30,42.45,46.05,42.05,46.05,59861806
2024-02-15T00:00:00+05:30,46.95,47.75,46.5,47.05,44781950
2024-02-16T00:00:00+05:30,47.7,47.7,46.0,46.85,23858185
2024-02-19T00:00:00+05:30,47.5,47.6,46.05,46.15,19476010
2024-02-20T00:00:00+05:30,46.65,46.85,45.6,45.8,20108565
2024-02-21T00:00:00+05:30,45.95,46.0,43.75,44.75,30440623
2024-02-22T00:00:00+05:30,44.85,45.3,43.8,44.8,23276564
2024-02-23T00:00:00+05:30,45.15,45.6,44.8,44.9,25286705
2024-02-26T00:00:00+05:30,45.75,45.75,43.35,43.75,30050547
2024-02-27T00:00:00+05:30,44.2,45.0,43.5,44.55,22624252
2024-02-28T00:00:00+05:30,44.6,44.65,42.35,43.2,36887600
2024-02-29T00:00:00+05:30,43.0,45.35,41.05,45.25,117200579
2024-03-01T00:00:00+05:30,45.6,46.0,44.1,44.3,22093410
2024-03-02T00:00:00+05:30,44.5,44.5,43.5,43.95,5069403
2024-03-04T00:00:00+05:30,42.8,43.8,41.75,42.8,55074786
2024-03-05T00:00:00+05:30,41.65,41.65,40.7,40.7,53278004
2024-03-06T00:00:00+05:30,39.0,39.0,38.7,38.7,29049668
2024-03-07T00:00:00+05:30,37.2,40.6,37.2,40.6,58288425
2024-03-11T00:00:00+05:30,41.5,42.0,39.0,39.35,39527748
2024-03-12T00:00:00+05:30,39.35,40.0,37.4,39.3,47404379
2024-03-13T00:00:00+05:30,38.5,39.3,37.35,37.35,38160910
2024-03-14T00:00:00+05:30,35.5,39.2,35.5,39.05,67013191
2024-03-15T00:00:00+05:30,39.0,40.0,37.5,39.4,144957453
2024-03-18T00:00:00+05:30,38.85,38.9,37.7,38.55,22647157
2024-03-19T00:00:00+05:30,38.4,38.4,36.8,37.15,20548501
2024-03-20T00:00:00+05:30,37.15,37.7,35.6,36.3,26893468
2024-03-21T00:00:00+05:30,37.0,38.1,36.5,37.3,54916534
2024-03-22T00:00:00+05:30,37.0,37.95,36.35,37.35,17891396
2024-03-26T00:00:00+05:30,37.5,37.65,36.8,37.1,25064700
2024-03-27T00:00:00+05:30,37.4,38.95,37.1,38.5,92336818
2024-04-01T00:00:00+05:30,39.95,41.75,38.4,41.35,32553386
2024-04-02T00:00:00+05:30,41.8,43.0,40.4,42.5,31126883
2024-04-03T00:00:00+05:30,42.5,43.55,41.6,43.5,28078702
2024-04-04T00:00:00+05:30,44.5,44.6,42.7,42.95,30712841
2024-04-05T00:00:00+05:30,43.0,43.0,42.0,42.65,15830518
2024-04-08T00:00:00+05:30,43.15,43.15,41.4,41.5,20072402
2024-04-09T00:00:00+05:30,41.5,42.5,40.8,40.9,20548936
2024-04-10T00:00:00+05:30,41.15,42.65,41.1,42.15,28693252
2024-04-12T00:00:00+05:30,42.15,42.75,41.8,42.15,37205677
2024-04-15T00:00:00+05:30,40.05,41.2,40.05,40.75,37643079
2024-04-16T00:00:00+05:30,39.85,41.25,39.55,40.5,20994202
