timestamp,open,high,low,close,volume
2020-10-12 00:00:00+05:30,500.0,529.95,471.1,476.2,10808276
2020-10-13 00:00:00+05:30,477.9,517.5,477.0,514.5,3544992
2020-10-14 00:00:00+05:30,517.9,517.9,500.2,509.1,766545
2020-10-15 00:00:00+05:30,509.5,514.45,495.25,499.0,529249
2020-10-16 00:00:00+05:30,504.9,508.0,493.1,502.65,336269
2020-10-19 00:00:00+05:30,502.95,506.1,490.1,496.15,494325
2020-10-20 00:00:00+05:30,494.0,499.0,490.0,492.1,194723
2020-10-21 00:00:00+05:30,488.1,493.1,485.15,487.0,223684
2020-10-22 00:00:00+05:30,486.75,498.35,485.6,494.35,323982
2020-10-23 00:00:00+05:30,493.25,502.4,491.1,498.35,199513
2020-10-26 00:00:00+05:30,500.0,504.95,492.5,495.05,167569
2020-10-27 00:00:00+05:30,495.5,497.35,490.45,492.25,101434
2020-10-28 00:00:00+05:30,492.9,504.4,492.9,499.15,207064
2020-10-29 00:00:00+05:30,493.5,511.95,493.35,501.4,289789
2020-10-30 00:00:00+05:30,505.0,509.95,497.25,499.15,149661
2020-11-02 00:00:00+05:30,498.0,500.0,491.5,494.85,109054
2020-11-03 00:00:00+05:30,492.1,498.85,491.55,494.6,128700
2020-11-04 00:00:00+05:30,492.0,498.5,487.0,489.15,127685
2020-11-05 00:00:00+05:30,492.0,503.7,492.0,501.2,255927
2020-11-06 00:00:00+05:30,499.2,507.0,495.0,495.8,165281
2020-11-09 00:00:00+05:30,496.0,500.65,496.0,500.0,667759
2020-11-10 00:00:00+05:30,500.0,501.55,495.0,496.2,657706
2020-11-11 00:00:00+05:30,496.05,499.9,492.35,494.95,177344
2020-11-12 00:00:00+05:30,495.0,498.9,492.0,494.0,638121
2020-11-13 00:00:00+05:30,494.0,495.0,486.05,487.05,409114
2020-11-17 00:00:00+05:30,494.9,494.9,487.0,489.95,356710
2020-11-18 00:00:00+05:30,490.0,491.65,484.0,485.1,484828
2020-11-19 00:00:00+05:30,485.5,495.0,483.1,493.5,336804
2020-11-20 00:00:00+05:30,493.7,494.75,489.0,492.45,132682
2020-11-23 00:00:00+05:30,493.9,528.9,493.05,522.25,1540115
2020-11-24 00:00:00+05:30,526.0,550.0,525.15,546.2,1626681
2020-11-25 00:00:00+05:30,550.0,561.05,530.0,539.25,1430600
2020-11-26 00:00:00+05:30,538.0,555.5,530.1,547.25,497409
2020-11-27 00:00:00+05:30,551.0,556.0,543.6,548.55,378045
2020-12-01 00:00:00+05:30,549.95,555.0,541.3,551.15,374930
2020-12-02 00:00:00+05:30,551.15,553.0,536.0,539.2,403300
2020-12-03 00:00:00+05:30,544.9,544.9,533.1,537.0,359513
2020-12-04 00:00:00+05:30,538.05,542.7,534.1,538.25,287306
2020-12-07 00:00:00+05:30,539.0,548.95,535.55,546.95,412336
2020-12-08 00:00:00+05:30,548.95,557.45,544.75,555.0,1055404
2020-12-09 00:00:00+05:30,556.25,574.2,553.2,564.6,1608491
2020-12-10 00:00:00+05:30,565.0,566.0,551.85,564.7,524546
2020-12-11 00:00:00+05:30,566.0,572.4,505.0,569.65,627470
2020-12-14 00:00:00+05:30,571.0,579.8,563.6,575.5,976365
2020-12-15 00:00:00+05:30,576.0,577.7,566.0,574.85,824871
2020-12-16 00:00:00+05:30,575.25,576.0,567.7,569.05,411452
2020-12-17 00:00:00+05:30,566.1,571.9,562.0,565.35,374857
2020-12-18 00:00:00+05:30,565.0,568.35,540.0,549.15,504741
2020-12-21 00:00:00+05:30,546.0,553.9,537.0,540.15,456395
