timestamp,open,high,low,close,volume
2018-09-28 00:00:00+05:30,41.2,46.5,40.91,41.53,56754789
2018-10-01 00:00:00+05:30,41.81,43.49,40.66,42.7,12456740
2018-10-03 00:00:00+05:30,43.14,43.79,41.86,42.14,2794210
2018-10-04 00:00:00+05:30,41.9,41.9,40.4,40.71,2319470
2018-10-05 00:00:00+05:30,40.7,40.91,38.83,39.98,3730960
2018-10-08 00:00:00+05:30,39.8,40.0,38.0,38.21,1342490
2018-10-09 00:00:00+05:30,38.25,38.63,35.5,36.37,2501240
2018-10-10 00:00:00+05:30,36.7,38.44,35.67,36.51,6798860
2018-10-11 00:00:00+05:30,35.98,37.31,35.01,36.1,1916510
2018-10-12 00:00:00+05:30,37.1,37.34,36.21,36.8,2583690
2018-10-15 00:00:00+05:30,37.4,37.88,36.86,37.54,2276750
2018-10-16 00:00:00+05:30,37.84,39.2,37.2,37.94,2337240
2018-10-17 00:00:00+05:30,38.48,38.48,36.56,36.76,1093220
2018-10-19 00:00:00+05:30,36.71,36.71,36.0,36.18,592790
2018-10-22 00:00:00+05:30,36.39,36.49,35.5,35.58,504100
2018-10-23 00:00:00+05:30,35.58,35.58,34.61,34.79,608810
2018-10-24 00:00:00+05:30,35.3,35.46,34.4,34.55,542600
2018-10-25 00:00:00+05:30,34.38,34.94,33.8,34.27,533430
2018-10-26 00:00:00+05:30,34.32,35.3,34.1,34.66,609980
2018-10-29 00:00:00+05:30,35.0,35.19,34.5,34.86,555570
2018-10-30 00:00:00+05:30,35.09,35.75,34.71,34.84,775930
2018-10-31 00:00:00+05:30,35.09,35.18,34.46,34.74,402280
2018-11-01 00:00:00+05:30,34.91,36.2,34.7,35.64,1428620
2018-11-02 00:00:00+05:30,36.06,37.12,35.87,36.09,1817650
2018-11-05 00:00:00+05:30,36.3,36.9,36.2,36.6,846760
2018-11-06 00:00:00+05:30,37.0,37.0,36.2,36.4,400270
2018-11-07 00:00:00+05:30,36.74,37.35,36.4,37.14,998210
2018-11-09 00:00:00+05:30,37.35,39.0,37.21,38.53,1339580
2018-11-12 00:00:00+05:30,38.88,41.77,38.85,40.76,3093990
2018-11-13 00:00:00+05:30,40.7,41.98,40.4,41.56,2835460
2018-11-14 00:00:00+05:30,42.5,42.5,40.8,42.12,5104280
2018-11-15 00:00:00+05:30,42.42,43.18,41.5,42.24,3013280
2018-11-16 00:00:00+05:30,42.13,42.7,41.21,41.5,1020990
